Barangay,Date,Year,Month,Record_Type,Value
Pleasant Hills,2022-02-28,2022,3,moving_avg_6,0.000000
Pleasant Hills,2022-03-31,2022,4,actual,0.000000
Pleasant Hills,2022-03-31,2022,4,fitted,0.000300
Pleasant Hills,2022-03-31,2022,4,moving_avg_6,0.000000
Pleasant Hills,2022-04-30,2022,5,actual,0.000000
Pleasant Hills,2022-04-30,2022,5,fitted,0.000236
Pleasant Hills,2022-04-30,2022,5,moving_avg_6,0.000000
Pleasant Hills,2022-05-31,2022,6,actual,0.000000
Pleasant Hills,2022-05-31,2022,6,fitted,0.000186
Pleasant Hills,2022-05-31,2022,6,moving_avg_6,0.000000
Pleasant Hills,2022-06-30,2022,7,actual,1.000000
Pleasant Hills,2022-06-30,2022,7,fitted,0.000146
Pleasant Hills,2022-06-30,2022,7,moving_avg_6,0.166667
Pleasant Hills,2025-09-30,2025,10,ci_lower,-0.376003
Pleasant Hills,2025-09-30,2025,10,ci_upper,0.634505
Pleasant Hills,2025-09-30,2025,10,forecast,0.009914
Pleasant Hills,2025-10-31,2025,11,ci_lower,-0.376370
Pleasant Hills,2025-10-31,2025,11,ci_upper,0.633676
Pleasant Hills,2025-10-31,2025,11,forecast,0.009361
Pleasant Hills,2025-11-30,2025,12,ci_lower,-0.376715
Pleasant Hills,2025-11-30,2025,12,ci_upper,0.632890
Pleasant Hills,2025-11-30,2025,12,forecast,0.008839
Pleasant Hills,2025-12-31,2026,1,ci_lower,-0.377040
Pleasant Hills,2025-12-31,2026,1,ci_upper,0.632145
Pleasant Hills,2025-12-31,2026,1,forecast,0.008346
Pleasant Hills,2026-01-31,2026,2,ci_lower,-0.377345
Pleasant Hills,2026-01-31,2026,2,ci_upper,0.631439
Pleasant Hills,2026-01-31,2026,2,forecast,0.007881
Pleasant Hills,2026-02-28,2026,3,ci_lower,-0.377632
Pleasant Hills,2026-02-28,2026,3,ci_upper,0.630770
Pleasant Hills,2026-02-28,2026,3,forecast,0.007441
Pleasant Hills,2026-03-31,2026,4,ci_lower,-0.377903
Pleasant Hills,2026-03-31,2026,4,ci_upper,0.630136
Pleasant Hills,2026-03-31,2026,4,forecast,0.007027
Pleasant Hills,2026-04-30,2026,5,ci_lower,-0.378157
Pleasant Hills,2026-04-30,2026,5,ci_upper,0.629535
Pleasant Hills,2026-04-30,2026,5,forecast,0.006635
Pleasant Hills,2026-05-31,2026,6,ci_lower,-0.378364
Pleasant Hills,2026-05-31,2026,6,ci_upper,0.629051
Pleasant Hills,2026-05-31,2026,6,forecast,0.006318
Pleasant Hills,2026-06-30,2026,7,ci_lower,-0.378617
Pleasant Hills,2026-06-30,2026,7,ci_upper,0.628442
Pleasant Hills,2026-06-30,2026,7,forecast,0.005925
Pleasant Hills,2026-07-31,2026,8,ci_lower,-0.378830
Pleasant Hills,2026-07-31,2026,8,ci_upper,0.627931
Pleasant Hills,2026-07-31,2026,8,forecast,0.005595
Pleasant Hills,2026-08-31,2026,9,ci_lower,-0.379031
Pleasant Hills,2026-08-31,2026,9,ci_upper,0.627448
Pleasant Hills,2026-08-31,2026,9,forecast,0.005284
Pleasant Hills,2026-09-30,2026,10,ci_lower,-0.379220
Pleasant Hills,2026-09-30,2026,10,ci_upper,0.626991
Pleasant Hills,2026-09-30,2026,10,forecast,0.004990
Poblacion,2010-11-30,2010,12,actual,1.000000
Poblacion,2010-11-30,2010,12,fitted,0.000000
Poblacion,2010-12-31,2011,1,actual,1.000000
Poblacion,2010-12-31,2011,1,fitted,0.987841
Poblacion,2011-01-31,2011,2,actual,0.000000
Poblacion,2011-01-31,2011,2,fitted,0.987841
Poblacion,2011-02-28,2011,3,actual,0.000000
Poblacion,2011-02-28,2011,3,fitted,0.000000
Poblacion,2011-03-31,2011,4,actual,0.000000
Poblacion,2011-03-31,2011,4,fitted,0.000000
Poblacion,2011-04-30,2011,5,actual,1.000000
Poblacion,2011-04-30,2011,5,fitted,0.000000
Poblacion,2011-04-30,2011,5,moving_avg_6,0.500000
Poblacion,2011-05-31,2011,6,actual,0.000000
Poblacion,2011-05-31,2011,6,fitted,0.987841
Poblacion,2011-05-31,2011,6,moving_avg_6,0.333333
Poblacion,2011-06-30,2011,7,actual,1.000000
Poblacion,2011-06-30,2011,7,fitted,0.000000
Poblacion,2011-06-30,2011,7,moving_avg_6,0.333333
Poblacion,2011-07-31,2011,8,actual,0.000000
Poblacion,2011-07-31,2011,8,fitted,0.987841
Poblacion,2011-07-31,2011,8,moving_avg_6,0.333333
Poblacion,2011-08-31,2011,9,actual,0.000000
Poblacion,2011-08-31,2011,9,fitted,0.000000
Poblacion,2011-08-31,2011,9,moving_avg_6,0.333333
Poblacion,2011-09-30,2011,10,actual,0.000000
Poblacion,2011-09-30,2011,10,fitted,0.000000
Poblacion,2011-09-30,2011,10,moving_avg_6,0.333333
Poblacion,2011-10-31,2011,11,actual,1.000000
Poblacion,2011-10-31,2011,11,fitted,0.000000
Poblacion,2011-10-31,2011,11,moving_avg_6,0.333333
Poblacion,2011-11-30,2011,12,actual,0.000000
Poblacion,2011-11-30,2011,12,fitted,0.718635
Poblacion,2011-11-30,2011,12,moving_avg_6,0.333333
Poblacion,2011-12-31,2012,1,actual,0.000000
Poblacion,2011-12-31,2012,1,fitted,-0.001279
Poblacion,2011-12-31,2012,1,moving_avg_6,0.166667
Poblacion,2012-01-31,2012,2,actual,1.000000
Poblacion,2012-01-31,2012,2,fitted,0.155160
Poblacion,2012-01-31,2012,2,moving_avg_6,0.333333
Poblacion,2012-02-29,2012,3,actual,0.000000
Poblacion,2012-02-29,2012,3,fitted,0.510733
Poblacion,2012-02-29,2012,3,moving_avg_6,0.333333
Poblacion,2012-03-31,2012,4,actual,0.000000
Poblacion,2012-03-31,2012,4,fitted,0.316614
Poblacion,2012-03-31,2012,4,moving_avg_6,0.333333
Poblacion,2012-04-30,2012,5,actual,0.000000
Poblacion,2012-04-30,2012,5,fitted,0.062664
Poblacion,2012-04-30,2012,5,moving_avg_6,0.166667
Poblacion,2012-05-31,2012,6,actual,1.000000
Poblacion,2012-05-31,2012,6,fitted,0.212715
Poblacion,2012-05-31,2012,6,moving_avg_6,0.333333
Poblacion,2012-06-30,2012,7,actual,0.000000
Poblacion,2012-06-30,2012,7,fitted,0.132724
Poblacion,2012-06-30,2012,7,moving_avg_6,0.333333
Poblacion,2012-07-31,2012,8,actual,0.000000
Poblacion,2012-07-31,2012,8,fitted,0.285388
Poblacion,2012-07-31,2012,8,moving_avg_6,0.166667
Poblacion,2012-08-31,2012,9,actual,0.000000
Poblacion,2012-08-31,2012,9,fitted,0.245676
Poblacion,2012-08-31,2012,9,moving_avg_6,0.166667
Poblacion,2012-09-30,2012,10,actual,1.000000
Poblacion,2012-09-30,2012,10,fitted,0.215638
Poblacion,2012-09-30,2012,10,moving_avg_6,0.333333
Poblacion,2012-10-31,2012,11,actual,1.000000
Poblacion,2012-10-31,2012,11,fitted,0.097945
Poblacion,2012-10-31,2012,11,moving_avg_6,0.500000
Poblacion,2012-11-30,2012,12,actual,1.000000
Poblacion,2012-11-30,2012,12,fitted,0.331225
Poblacion,2012-11-30,2012,12,moving_avg_6,0.500000
Poblacion,2012-12-31,2013,1,actual,0.000000
Poblacion,2012-12-31,2013,1,fitted,0.338785
Poblacion,2012-12-31,2013,1,moving_avg_6,0.500000
Poblacion,2013-01-31,2013,2,actual,1.000000
Poblacion,2013-01-31,2013,2,fitted,0.206283
Poblacion,2013-01-31,2013,2,moving_avg_6,0.666667
Poblacion,2013-02-28,2013,3,actual,0.000000
Poblacion,2013-02-28,2013,3,fitted,0.324364
Poblacion,2013-02-28,2013,3,moving_avg_6,0.666667
Poblacion,2013-03-31,2013,4,actual,0.000000
Poblacion,2013-03-31,2013,4,fitted,0.303769
Poblacion,2013-03-31,2013,4,moving_avg_6,0.500000
Poblacion,2013-04-30,2013,5,actual,0.000000
Poblacion,2013-04-30,2013,5,fitted,0.306104
Poblacion,2013-04-30,2013,5,moving_avg_6,0.333333
Poblacion,2013-05-31,2013,6,actual,0.000000
Poblacion,2013-05-31,2013,6,fitted,0.182639
Poblacion,2013-05-31,2013,6,moving_avg_6,0.166667
Poblacion,2013-06-30,2013,7,actual,0.000000
Poblacion,2013-06-30,2013,7,fitted,0.277813
Poblacion,2013-06-30,2013,7,moving_avg_6,0.166667
Poblacion,2013-07-31,2013,8,actual,2.000000
Poblacion,2013-07-31,2013,8,fitted,0.243962
Poblacion,2013-07-31,2013,8,moving_avg_6,0.333333
Poblacion,2013-08-31,2013,9,actual,0.000000
Poblacion,2013-08-31,2013,9,fitted,0.280226
Poblacion,2013-08-31,2013,9,moving_avg_6,0.333333
Poblacion,2013-09-30,2013,10,actual,0.000000
Poblacion,2013-09-30,2013,10,fitted,0.181141
Poblacion,2013-09-30,2013,10,moving_avg_6,0.333333
Poblacion,2013-10-31,2013,11,actual,0.000000
Poblacion,2013-10-31,2013,11,fitted,0.191234
Poblacion,2013-10-31,2013,11,moving_avg_6,0.333333
Poblacion,2013-11-30,2013,12,actual,1.000000
Poblacion,2013-11-30,2013,12,fitted,0.164108
Poblacion,2013-11-30,2013,12,moving_avg_6,0.500000
Poblacion,2013-12-31,2014,1,actual,0.000000
Poblacion,2013-12-31,2014,1,fitted,0.267957
Poblacion,2013-12-31,2014,1,moving_avg_6,0.500000
Poblacion,2014-01-31,2014,2,actual,0.000000
Poblacion,2014-01-31,2014,2,fitted,0.183905
Poblacion,2014-01-31,2014,2,moving_avg_6,0.166667
Poblacion,2014-02-28,2014,3,actual,0.000000
Poblacion,2014-02-28,2014,3,fitted,0.250971
Poblacion,2014-02-28,2014,3,moving_avg_6,0.166667
Poblacion,2014-03-31,2014,4,actual,2.000000
Poblacion,2014-03-31,2014,4,fitted,0.241444
Poblacion,2014-03-31,2014,4,moving_avg_6,0.500000
Poblacion,2014-04-30,2014,5,actual,0.000000
Poblacion,2014-04-30,2014,5,fitted,0.263648
Poblacion,2014-04-30,2014,5,moving_avg_6,0.500000
Poblacion,2014-05-31,2014,6,actual,1.000000
Poblacion,2014-05-31,2014,6,fitted,0.266131
Poblacion,2014-05-31,2014,6,moving_avg_6,0.500000
Poblacion,2014-06-30,2014,7,actual,0.000000
Poblacion,2014-06-30,2014,7,fitted,0.264451
Poblacion,2014-06-30,2014,7,moving_avg_6,0.500000
Poblacion,2014-07-31,2014,8,actual,0.000000
Poblacion,2014-07-31,2014,8,fitted,0.126848
Poblacion,2014-07-31,2014,8,moving_avg_6,0.500000
Poblacion,2014-08-31,2014,9,actual,0.000000
Poblacion,2014-08-31,2014,9,fitted,0.252150
Poblacion,2014-08-31,2014,9,moving_avg_6,0.500000
Poblacion,2014-09-30,2014,10,actual,1.000000
Poblacion,2014-09-30,2014,10,fitted,0.253838
Poblacion,2014-09-30,2014,10,moving_avg_6,0.333333
Poblacion,2014-10-31,2014,11,actual,0.000000
Poblacion,2014-10-31,2014,11,fitted,0.260249
Poblacion,2014-10-31,2014,11,moving_avg_6,0.333333
Poblacion,2014-11-30,2014,12,actual,1.000000
Poblacion,2014-11-30,2014,12,fitted,0.170657
Poblacion,2014-11-30,2014,12,moving_avg_6,0.333333
Poblacion,2014-12-31,2015,1,actual,1.000000
Poblacion,2014-12-31,2015,1,fitted,0.253947
Poblacion,2014-12-31,2015,1,moving_avg_6,0.500000
Poblacion,2015-01-31,2015,2,actual,0.000000
Poblacion,2015-01-31,2015,2,fitted,0.269514
Poblacion,2015-01-31,2015,2,moving_avg_6,0.500000
Poblacion,2015-02-28,2015,3,actual,1.000000
Poblacion,2015-02-28,2015,3,fitted,0.253591
Poblacion,2015-02-28,2015,3,moving_avg_6,0.666667
Poblacion,2015-03-31,2015,4,actual,0.000000
Poblacion,2015-03-31,2015,4,fitted,0.128998
Poblacion,2015-03-31,2015,4,moving_avg_6,0.500000
Poblacion,2015-04-30,2015,5,actual,0.000000
Poblacion,2015-04-30,2015,5,fitted,0.255536
Poblacion,2015-04-30,2015,5,moving_avg_6,0.500000
Poblacion,2015-05-31,2015,6,actual,0.000000
Poblacion,2015-05-31,2015,6,fitted,0.164113
Poblacion,2015-05-31,2015,6,moving_avg_6,0.333333
Poblacion,2015-06-30,2015,7,actual,1.000000
Poblacion,2015-06-30,2015,7,fitted,0.243934
Poblacion,2015-06-30,2015,7,moving_avg_6,0.333333
Poblacion,2015-07-31,2015,8,actual,0.000000
Poblacion,2015-07-31,2015,8,fitted,0.264319
Poblacion,2015-07-31,2015,8,moving_avg_6,0.333333
Poblacion,2015-08-31,2015,9,actual,0.000000
Poblacion,2015-08-31,2015,9,fitted,0.242971
Poblacion,2015-08-31,2015,9,moving_avg_6,0.166667
Poblacion,2015-09-30,2015,10,actual,0.000000
Poblacion,2015-09-30,2015,10,fitted,0.153437
Poblacion,2015-09-30,2015,10,moving_avg_6,0.166667
Poblacion,2015-10-31,2015,11,actual,0.000000
Poblacion,2015-10-31,2015,11,fitted,0.232063
Poblacion,2015-10-31,2015,11,moving_avg_6,0.166667
Poblacion,2015-11-30,2015,12,actual,0.000000
Poblacion,2015-11-30,2015,12,fitted,0.153233
Poblacion,2015-11-30,2015,12,moving_avg_6,0.166667
Poblacion,2015-12-31,2016,1,actual,0.000000
Poblacion,2015-12-31,2016,1,fitted,0.141612
Poblacion,2015-12-31,2016,1,moving_avg_6,0.000000
Poblacion,2016-01-31,2016,2,actual,0.000000
Poblacion,2016-01-31,2016,2,fitted,0.218779
Poblacion,2016-01-31,2016,2,moving_avg_6,0.000000
Poblacion,2016-02-29,2016,3,actual,0.000000
Poblacion,2016-02-29,2016,3,fitted,0.133704
Poblacion,2016-02-29,2016,3,moving_avg_6,0.000000
Poblacion,2016-03-31,2016,4,actual,4.000000
Poblacion,2016-03-31,2016,4,fitted,0.226209
Poblacion,2016-03-31,2016,4,moving_avg_6,0.666667
Poblacion,2016-04-30,2016,5,actual,0.000000
Poblacion,2016-04-30,2016,5,fitted,0.225837
Poblacion,2016-04-30,2016,5,moving_avg_6,0.666667
Poblacion,2016-05-31,2016,6,actual,0.000000
Poblacion,2016-05-31,2016,6,fitted,0.230821
Poblacion,2016-05-31,2016,6,moving_avg_6,0.666667
Poblacion,2016-06-30,2016,7,actual,0.000000
Poblacion,2016-06-30,2016,7,fitted,0.135429
Poblacion,2016-06-30,2016,7,moving_avg_6,0.666667
Poblacion,2016-07-31,2016,8,actual,0.000000
Poblacion,2016-07-31,2016,8,fitted,0.211913
Poblacion,2016-07-31,2016,8,moving_avg_6,0.666667
Poblacion,2016-08-31,2016,9,actual,1.000000
Poblacion,2016-08-31,2016,9,fitted,0.209520
Poblacion,2016-08-31,2016,9,moving_avg_6,0.833333
Poblacion,2016-09-30,2016,10,actual,1.000000
Poblacion,2016-09-30,2016,10,fitted,0.221781
Poblacion,2016-09-30,2016,10,moving_avg_6,0.333333
Poblacion,2016-10-31,2016,11,actual,1.000000
Poblacion,2016-10-31,2016,11,fitted,0.215069
Poblacion,2016-10-31,2016,11,moving_avg_6,0.500000
Poblacion,2016-11-30,2016,12,actual,0.000000
Poblacion,2016-11-30,2016,12,fitted,0.225841
Poblacion,2016-11-30,2016,12,moving_avg_6,0.500000
Poblacion,2016-12-31,2017,1,actual,0.000000
Poblacion,2016-12-31,2017,1,fitted,0.222826
Poblacion,2016-12-31,2017,1,moving_avg_6,0.500000
Poblacion,2017-01-31,2017,2,actual,0.000000
Poblacion,2017-01-31,2017,2,fitted,0.209874
Poblacion,2017-01-31,2017,2,moving_avg_6,0.500000
Poblacion,2017-02-28,2017,3,actual,0.000000
Poblacion,2017-02-28,2017,3,fitted,0.215428
Poblacion,2017-02-28,2017,3,moving_avg_6,0.333333
Poblacion,2017-03-31,2017,4,actual,0.000000
Poblacion,2017-03-31,2017,4,fitted,0.022525
Poblacion,2017-03-31,2017,4,moving_avg_6,0.166667
Poblacion,2017-04-30,2017,5,actual,0.000000
Poblacion,2017-04-30,2017,5,fitted,0.200572
Poblacion,2017-04-30,2017,5,moving_avg_6,0.000000
Poblacion,2017-05-31,2017,6,actual,1.000000
Poblacion,2017-05-31,2017,6,fitted,0.196301
Poblacion,2017-05-31,2017,6,moving_avg_6,0.166667
Poblacion,2017-06-30,2017,7,actual,1.000000
Poblacion,2017-06-30,2017,7,fitted,0.208181
Poblacion,2017-06-30,2017,7,moving_avg_6,0.333333
Poblacion,2017-07-31,2017,8,actual,2.000000
Poblacion,2017-07-31,2017,8,fitted,0.200662
Poblacion,2017-07-31,2017,8,moving_avg_6,0.666667
Poblacion,2017-08-31,2017,9,actual,0.000000
Poblacion,2017-08-31,2017,9,fitted,0.123844
Poblacion,2017-08-31,2017,9,moving_avg_6,0.666667
Poblacion,2017-09-30,2017,10,actual,1.000000
Poblacion,2017-09-30,2017,10,fitted,0.120373
Poblacion,2017-09-30,2017,10,moving_avg_6,0.833333
Poblacion,2017-10-31,2017,11,actual,0.000000
Poblacion,2017-10-31,2017,11,fitted,0.122763
Poblacion,2017-10-31,2017,11,moving_avg_6,0.833333
Poblacion,2017-11-30,2017,12,actual,0.000000
Poblacion,2017-11-30,2017,12,fitted,0.199827
Poblacion,2017-11-30,2017,12,moving_avg_6,0.666667
Poblacion,2017-12-31,2018,1,actual,1.000000
Poblacion,2017-12-31,2018,1,fitted,0.196786
Poblacion,2017-12-31,2018,1,moving_avg_6,0.666667
Poblacion,2018-01-31,2018,2,actual,0.000000
Poblacion,2018-01-31,2018,2,fitted,0.198626
Poblacion,2018-01-31,2018,2,moving_avg_6,0.333333
Poblacion,2018-02-28,2018,3,actual,0.000000
Poblacion,2018-02-28,2018,3,fitted,0.194795
Poblacion,2018-02-28,2018,3,moving_avg_6,0.333333
Poblacion,2018-03-31,2018,4,actual,0.000000
Poblacion,2018-03-31,2018,4,fitted,0.214515
Poblacion,2018-03-31,2018,4,moving_avg_6,0.166667
Poblacion,2018-04-30,2018,5,actual,0.000000
Poblacion,2018-04-30,2018,5,fitted,0.190272
Poblacion,2018-04-30,2018,5,moving_avg_6,0.166667
Poblacion,2018-05-31,2018,6,actual,1.000000
Poblacion,2018-05-31,2018,6,fitted,0.108227
Poblacion,2018-05-31,2018,6,moving_avg_6,0.333333
Poblacion,2018-06-30,2018,7,actual,1.000000
Poblacion,2018-06-30,2018,7,fitted,0.107902
Poblacion,2018-06-30,2018,7,moving_avg_6,0.333333
Poblacion,2018-07-31,2018,8,actual,0.000000
Poblacion,2018-07-31,2018,8,fitted,0.065329
Poblacion,2018-07-31,2018,8,moving_avg_6,0.333333
Poblacion,2018-08-31,2018,9,actual,0.000000
Poblacion,2018-08-31,2018,9,fitted,0.196087
Poblacion,2018-08-31,2018,9,moving_avg_6,0.333333
Poblacion,2018-09-30,2018,10,actual,0.000000
Poblacion,2018-09-30,2018,10,fitted,0.113767
Poblacion,2018-09-30,2018,10,moving_avg_6,0.333333
Poblacion,2018-10-31,2018,11,actual,1.000000
Poblacion,2018-10-31,2018,11,fitted,0.191433
Poblacion,2018-10-31,2018,11,moving_avg_6,0.500000
Poblacion,2018-11-30,2018,12,actual,0.000000
Poblacion,2018-11-30,2018,12,fitted,0.182528
Poblacion,2018-11-30,2018,12,moving_avg_6,0.333333
Poblacion,2018-12-31,2019,1,actual,0.000000
Poblacion,2018-12-31,2019,1,fitted,0.101203
Poblacion,2018-12-31,2019,1,moving_avg_6,0.166667
Poblacion,2019-01-31,2019,2,actual,0.000000
Poblacion,2019-01-31,2019,2,fitted,0.178120
Poblacion,2019-01-31,2019,2,moving_avg_6,0.166667
Poblacion,2019-02-28,2019,3,actual,0.000000
Poblacion,2019-02-28,2019,3,fitted,0.176044
Poblacion,2019-02-28,2019,3,moving_avg_6,0.166667
Poblacion,2019-03-31,2019,4,actual,0.000000
Poblacion,2019-03-31,2019,4,fitted,0.171505
Poblacion,2019-03-31,2019,4,moving_avg_6,0.166667
Poblacion,2019-04-30,2019,5,actual,0.000000
Poblacion,2019-04-30,2019,5,fitted,0.171731
Poblacion,2019-04-30,2019,5,moving_avg_6,0.000000
Poblacion,2019-05-31,2019,6,actual,0.000000
Poblacion,2019-05-31,2019,6,fitted,0.099700
Poblacion,2019-05-31,2019,6,moving_avg_6,0.000000
Poblacion,2019-06-30,2019,7,actual,0.000000
Poblacion,2019-06-30,2019,7,fitted,0.098086
Poblacion,2019-06-30,2019,7,moving_avg_6,0.000000
Poblacion,2019-07-31,2019,8,actual,0.000000
Poblacion,2019-07-31,2019,8,fitted,0.180233
Poblacion,2019-07-31,2019,8,moving_avg_6,0.000000
Poblacion,2019-08-31,2019,9,actual,0.000000
Poblacion,2019-08-31,2019,9,fitted,0.163165
Poblacion,2019-08-31,2019,9,moving_avg_6,0.000000
Poblacion,2019-09-30,2019,10,actual,0.000000
Poblacion,2019-09-30,2019,10,fitted,0.170186
Poblacion,2019-09-30,2019,10,moving_avg_6,0.000000
Poblacion,2019-10-31,2019,11,actual,0.000000
Poblacion,2019-10-31,2019,11,fitted,0.081838
Poblacion,2019-10-31,2019,11,moving_avg_6,0.000000
Poblacion,2019-11-30,2019,12,actual,0.000000
Poblacion,2019-11-30,2019,12,fitted,0.158800
Poblacion,2019-11-30,2019,12,moving_avg_6,0.000000
Poblacion,2019-12-31,2020,1,actual,0.000000
Poblacion,2019-12-31,2020,1,fitted,0.165915
Poblacion,2019-12-31,2020,1,moving_avg_6,0.000000
Poblacion,2020-01-31,2020,2,actual,0.000000
Poblacion,2020-01-31,2020,2,fitted,0.155367
Poblacion,2020-01-31,2020,2,moving_avg_6,0.000000
Poblacion,2020-02-29,2020,3,actual,2.000000
Poblacion,2020-02-29,2020,3,fitted,0.153694
Poblacion,2020-02-29,2020,3,moving_avg_6,0.333333
Poblacion,2020-03-31,2020,4,actual,0.000000
Poblacion,2020-03-31,2020,4,fitted,0.153679
Poblacion,2020-03-31,2020,4,moving_avg_6,0.333333
Poblacion,2020-04-30,2020,5,actual,4.000000
Poblacion,2020-04-30,2020,5,fitted,0.151823
Poblacion,2020-04-30,2020,5,moving_avg_6,1.000000
Poblacion,2020-05-31,2020,6,actual,0.000000
Poblacion,2020-05-31,2020,6,fitted,0.159713
Poblacion,2020-05-31,2020,6,moving_avg_6,1.000000
Poblacion,2020-06-30,2020,7,actual,0.000000
Poblacion,2020-06-30,2020,7,fitted,0.158124
Poblacion,2020-06-30,2020,7,moving_avg_6,1.000000
Poblacion,2020-07-31,2020,8,actual,0.000000
Poblacion,2020-07-31,2020,8,fitted,0.147249
Poblacion,2020-07-31,2020,8,moving_avg_6,1.000000
Poblacion,2020-08-31,2020,9,actual,0.000000
Poblacion,2020-08-31,2020,9,fitted,0.147384
Poblacion,2020-08-31,2020,9,moving_avg_6,0.666667
Poblacion,2020-09-30,2020,10,actual,0.000000
Poblacion,2020-09-30,2020,10,fitted,0.144958
Poblacion,2020-09-30,2020,10,moving_avg_6,0.666667
Poblacion,2020-10-31,2020,11,actual,0.000000
Poblacion,2020-10-31,2020,11,fitted,0.153233
Poblacion,2020-10-31,2020,11,moving_avg_6,0.000000
Poblacion,2020-11-30,2020,12,actual,0.000000
Poblacion,2020-11-30,2020,12,fitted,0.142961
Poblacion,2020-11-30,2020,12,moving_avg_6,0.000000
Poblacion,2020-12-31,2021,1,actual,0.000000
Poblacion,2020-12-31,2021,1,fitted,0.140623
Poblacion,2020-12-31,2021,1,moving_avg_6,0.000000
Poblacion,2021-01-31,2021,2,actual,0.000000
Poblacion,2021-01-31,2021,2,fitted,0.140221
Poblacion,2021-01-31,2021,2,moving_avg_6,0.000000
Poblacion,2021-02-28,2021,3,actual,0.000000
Poblacion,2021-02-28,2021,3,fitted,0.020391
Poblacion,2021-02-28,2021,3,moving_avg_6,0.000000
Poblacion,2021-03-31,2021,4,actual,0.000000
Poblacion,2021-03-31,2021,4,fitted,0.137561
Poblacion,2021-03-31,2021,4,moving_avg_6,0.000000
Poblacion,2021-04-30,2021,5,actual,0.000000
Poblacion,2021-04-30,2021,5,fitted,-0.032629
Poblacion,2021-04-30,2021,5,moving_avg_6,0.000000
Poblacion,2021-05-31,2021,6,actual,0.000000
Poblacion,2021-05-31,2021,6,fitted,0.134178
Poblacion,2021-05-31,2021,6,moving_avg_6,0.000000
Poblacion,2021-06-30,2021,7,actual,0.000000
Poblacion,2021-06-30,2021,7,fitted,0.132946
Poblacion,2021-06-30,2021,7,moving_avg_6,0.000000
Poblacion,2021-07-31,2021,8,actual,1.000000
Poblacion,2021-07-31,2021,8,fitted,0.132743
Poblacion,2021-07-31,2021,8,moving_avg_6,0.166667
Poblacion,2021-08-31,2021,9,actual,0.000000
Poblacion,2021-08-31,2021,9,fitted,0.131101
Poblacion,2021-08-31,2021,9,moving_avg_6,0.166667
Poblacion,2021-09-30,2021,10,actual,0.000000
Poblacion,2021-09-30,2021,10,fitted,0.130038
Poblacion,2021-09-30,2021,10,moving_avg_6,0.166667
Poblacion,2021-10-31,2021,11,actual,0.000000
Poblacion,2021-10-31,2021,11,fitted,0.127843
Poblacion,2021-10-31,2021,11,moving_avg_6,0.166667
Poblacion,2021-11-30,2021,12,actual,0.000000
Poblacion,2021-11-30,2021,12,fitted,0.127673
Poblacion,2021-11-30,2021,12,moving_avg_6,0.166667
Poblacion,2021-12-31,2022,1,actual,0.000000
Poblacion,2021-12-31,2022,1,fitted,0.126670
Poblacion,2021-12-31,2022,1,moving_avg_6,0.166667
Poblacion,2022-01-31,2022,2,actual,0.000000
Poblacion,2022-01-31,2022,2,fitted,0.125479
Poblacion,2022-01-31,2022,2,moving_avg_6,0.000000
Poblacion,2022-02-28,2022,3,actual,0.000000
Poblacion,2022-02-28,2022,3,fitted,0.138072
Poblacion,2022-02-28,2022,3,moving_avg_6,0.000000
Poblacion,2022-03-31,2022,4,actual,0.000000
Poblacion,2022-03-31,2022,4,fitted,0.123372
Poblacion,2022-03-31,2022,4,moving_avg_6,0.000000
Poblacion,2022-04-30,2022,5,actual,0.000000
Poblacion,2022-04-30,2022,5,fitted,0.142371
Poblacion,2022-04-30,2022,5,moving_avg_6,0.000000
Poblacion,2022-05-31,2022,6,actual,0.000000
Poblacion,2022-05-31,2022,6,fitted,0.121430
Poblacion,2022-05-31,2022,6,moving_avg_6,0.000000
Poblacion,2022-06-30,2022,7,actual,0.000000
Poblacion,2022-06-30,2022,7,fitted,0.120430
Poblacion,2022-06-30,2022,7,moving_avg_6,0.000000
Poblacion,2022-07-31,2022,8,actual,0.000000
Poblacion,2022-07-31,2022,8,fitted,0.044373
Poblacion,2022-07-31,2022,8,moving_avg_6,0.000000
Poblacion,2022-08-31,2022,9,actual,0.000000
Poblacion,2022-08-31,2022,9,fitted,0.118301
Poblacion,2022-08-31,2022,9,moving_avg_6,0.000000
Poblacion,2022-09-30,2022,10,actual,0.000000
Poblacion,2022-09-30,2022,10,fitted,0.117339
Poblacion,2022-09-30,2022,10,moving_avg_6,0.000000
Poblacion,2022-10-31,2022,11,actual,1.000000
Poblacion,2022-10-31,2022,11,fitted,0.116516
Poblacion,2022-10-31,2022,11,moving_avg_6,0.166667
Poblacion,2022-11-30,2022,12,actual,0.000000
Poblacion,2022-11-30,2022,12,fitted,0.114487
Poblacion,2022-11-30,2022,12,moving_avg_6,0.166667
Poblacion,2022-12-31,2023,1,actual,0.000000
Poblacion,2022-12-31,2023,1,fitted,0.113577
Poblacion,2022-12-31,2023,1,moving_avg_6,0.166667
Poblacion,2023-01-31,2023,2,actual,0.000000
Poblacion,2023-01-31,2023,2,fitted,0.112703
Poblacion,2023-01-31,2023,2,moving_avg_6,0.166667
Poblacion,2023-02-28,2023,3,actual,0.000000
Poblacion,2023-02-28,2023,3,fitted,0.110357
Poblacion,2023-02-28,2023,3,moving_avg_6,0.166667
Poblacion,2023-03-31,2023,4,actual,0.000000
Poblacion,2023-03-31,2023,4,fitted,0.110972
